央视频道,#genre#
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$IPV4『线路35』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$IPV4『线路36』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$IPV4『线路37』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$IPV4『线路38』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4『线路39』
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV4『线路40』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4『线路41』
CCTV1,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4『线路42』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$IPV4『线路43』
CCTV1,http://39.135.133.177:80/TVOD/88888888/224/3221225816/main.m3u8$IPV4『线路44』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4『线路45』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4『线路46』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV4『线路47』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4『线路48』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$IPV4『线路49』
CCTV1,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$IPV4『线路50』
CCTV1,http://39.135.133.154:80/TVOD/88888888/224/3221226119/main.m3u8$IPV4『线路51』
CCTV1,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8$IPV4『线路52』
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?$IPV4『线路53』
CCTV1,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$IPV4『线路54』
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?$IPV4『线路55』
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8$IPV4『线路56』
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4『线路57』
CCTV1,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8$IPV4『线路58』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$IPV4『线路59』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV4『线路60』
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8$IPV4『线路61』
CCTV1,http://39.135.133.136/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1229&online=1717695524&vqe=3$IPV4『线路62』
CCTV1,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226737/1.m3u8$IPV4『线路63』
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$IPV4『线路64』
CCTV1,http://api2.52tb.xyz/info?id=2&token=20230326xflvzc$IPV4『线路65』
CCTV1,http://111.227.196.164:9901/tsfile/live/0001_1.m3u8$IPV4『线路66』
CCTV1,http://112.123.243.37:50085/tsfile/live/0001_1.m3u8$IPV4『线路67』
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$IPV4『线路68』
CCTV1,http://120.192.226.35:8009/hls/501/index.m3u8$IPV4『线路69』
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$IPV4『线路70』
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$IPV4『线路71』
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路72』
CCTV2,http://202.168.187.208:9089/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
CCTV2,http://tv.cqshushu.ggff.net:2086/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4『线路2』
CCTV2,http://php.cqshushu.ggff.net/jzb.php?id=cctv2&公众号【医工学习日志】$IPV4『线路3』
CCTV2,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv2_1_ud.m3u8$IPV4『线路4』
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV2,http://219.135.180.210:18888/hls/2/index.m3u8$IPV4『线路6』
CCTV2,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8$IPV4『线路7』
CCTV2,http://112.46.105.20:8009/hls/502/index.m3u8$IPV4『线路8』
CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8$IPV4『线路9』
CCTV2,http://218.13.170.98:9901/tsfile/live/0002_1.m3u8$IPV4『线路10』
CCTV2,http://58.221.214.82:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路11』
CCTV2,http://111.227.196.164:9901/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路12』
CCTV2,http://1.24.190.122:1080/hls/2/index.m3u8$IPV4『线路13』
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$IPV4『线路14』
CCTV2,http://183.223.157.33:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路15』
CCTV2,http://221.2.148.205:8154/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路16』
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路17』
CCTV2,http://123.129.70.178:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路18』
CCTV2,http://113.57.93.165:9900/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8$IPV4『线路20』
CCTV2,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV4『线路21』
CCTV2,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226540/index.m3u8$IPV4『线路22』
CCTV2,http://39.135.133.154:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8?$IPV4『线路23』
CCTV2,http://39.135.133.155:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8?$IPV4『线路24』
CCTV2,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226540/index.m3u8$IPV4『线路25』
CCTV2,http://39.135.133.177:80/wh7f454c46tw1338203950_2016505455/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8?$IPV4『线路26』
CCTV2,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$IPV4『线路27』
CCTV2,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV4『线路28』
CCTV2,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$IPV4『线路29』
CCTV2,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV4『线路30』
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV4『线路31』
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$IPV4『线路32』
CCTV2,http://39.135.133.143/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1236&online=1717695767&vqe=3$IPV4『线路33』
CCTV2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226739/1.m3u8$IPV4『线路34』
CCTV2,http://api2.52tb.xyz/info?id=3&token=20230326xflvzc$IPV4『线路35』
CCTV2,http://111.227.196.164:9901/tsfile/live/0002_1.m3u8$IPV4『线路36』
CCTV2,http://112.123.243.37:50085/tsfile/live/0002_1.m3u8$IPV4『线路37』
CCTV2,http://183.94.1.118:8801/tsfile/live/0002_1.m3u8$IPV4『线路38』
CCTV2,http://120.192.226.35:8009/hls/502/index.m3u8$IPV4『线路39』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$IPV4『线路40』
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8$IPV4『线路41』
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路42』
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8$IPV4『线路43』
CCTV3,http://115.58.216.93:4000/udp/225.1.4.158:1194$IPV4『线路1』
CCTV3,http://202.168.187.208:9089/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV3,http://tv.cqshushu.ggff.net:2086/jzb.php?id=cctv3&公众号【医工学习日志】$IPV4『线路3』
CCTV3,http://php.cqshushu.ggff.net/jzb.php?id=cctv3&公众号【医工学习日志】$IPV4『线路4』
CCTV3,http://59.39.89.130:60901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV3,http://183.237.95.108:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
CCTV3,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv3_1/index.m3u8?b=200-1200$IPV4『线路7』
CCTV3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
CCTV3,http://219.135.180.210:18888/hls/3/index.m3u8$IPV4『线路9』
CCTV3,http://223.241.247.214:9901/tsfile/live/0003_1.m3u8$IPV4『线路10』
CCTV3,http://112.46.105.20:8009/hls/3/index.m3u8$IPV4『线路11』
CCTV3,http://ak6668768.zicp.io:8802/live1003.m3u8$IPV4『线路12』
CCTV3,http://58.221.214.82:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路13』
CCTV3,http://1.24.190.122:1080/hls/3/index.m3u8$IPV4『线路14』
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8$IPV4『线路15』
CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路16』
CCTV3,http://183.223.157.33:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路17』
CCTV3,http://221.2.148.205:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路18』
CCTV3,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路20』
CCTV3,http://39.135.133.167:80/wh7f454c46tw1956839526_720028145/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV4『线路21』
CCTV3,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8$IPV4『线路22』
CCTV3,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8$IPV4『线路23』
CCTV3,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV4『线路24』
CCTV3,http://39.135.133.157:80/TVOD/88888888/224/3221225799/main.m3u8$IPV4『线路25』
CCTV3,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$IPV4『线路26』
CCTV3,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV4『线路27』
CCTV3,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226021/index.m3u8$IPV4『线路28』
CCTV3,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8?$IPV4『线路29』
CCTV3,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV4『线路30』
CCTV3,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$IPV4『线路31』
CCTV3,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8?$IPV4『线路32』
CCTV3,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8$IPV4『线路33』
CCTV3,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8$IPV4『线路34』
CCTV3,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8?$IPV4『线路35』
CCTV3,http://39.135.135.28:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?icpid=88888888&from=1&hmsdevid=1012&vqe=3$IPV4『线路36』
CCTV3,http://39.135.133.174:80/wh7f454c46tw1956839526_720028145/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV4『线路37』
CCTV3,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$IPV4『线路38』
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV4『线路39』
CCTV3,http://39.135.133.178/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1248&online=1717696146&vqe=3$IPV4『线路40』
CCTV3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226720/1.m3u8$IPV4『线路41』
CCTV3,http://61.136.67.238:50085/tsfile/live/0003_1.m3u8$IPV4『线路42』
CCTV3,http://112.123.243.37:50085/tsfile/live/0003_1.m3u8$IPV4『线路43』
CCTV3,http://183.94.1.118:8801/tsfile/live/0003_1.m3u8$IPV4『线路44』
CCTV3,http://120.192.226.35:8009/hls/3/index.m3u8$IPV4『线路45』
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8$IPV4『线路46』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$IPV4『线路47』
CCTV3,http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路48』
CCTV3,https://api.olelive.com/dis/live/CCTV3HD/hls.m3u8$IPV4『线路49』
CCTV3,http://116.77.32.59:8277/streams/d/cctv3/playlist.m3u8$IPV4『线路50』
CCTV4,http://115.58.216.93:4000/udp/225.1.5.32:1343$IPV4『线路1』
CCTV4,http://115.58.216.93:4000/udp/225.1.5.30:1333$IPV4『线路2』
CCTV4,http://115.58.216.93:4000/udp/225.1.5.31:1342$IPV4『线路3』
CCTV4,http://202.168.187.208:9089/tsfile/live/1000_1.m3u8$IPV4『线路4』
CCTV4,http://tv.cqshushu.ggff.net:2086/jzb.php?id=cctv4o&公众号【医工学习日志】$IPV4『线路5』
CCTV4,http://php.cqshushu.ggff.net/jzb.php?id=cctv4o&公众号【医工学习日志】$IPV4『线路6』
CCTV4,http://ldcctvcpudtxy.liveplay.myqcloud.com/ldcctvcpud/udrmldcctv5_1_ud.m3u8$IPV4『线路7』
CCTV4,http://112.99.193.34:9901/tsfile/live/1036_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$IPV4『线路8』
CCTV4,http://219.135.180.210:18888/hls/4/index.m3u8$IPV4『线路9』
CCTV4,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8$IPV4『线路10』
CCTV4,http://112.46.105.20:8009/hls/4/index.m3u8$IPV4『线路11』
CCTV4,http://36.32.174.67:60080/newlive/live/hls/4/live.m3u8$IPV4『线路12』
CCTV4,http://58.221.214.82:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路13』
CCTV4,http://111.227.196.164:9901/tsfile/live/faacts/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路14』
CCTV4,http://1.24.190.122:1080/hls/4/index.m3u8$IPV4『线路15』
CCTV4,http://112.46.85.60:8009/hls/4/index.m3u8$IPV4『线路16』
CCTV4,http://183.223.157.33:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路17』
CCTV4,http://221.2.148.205:8154/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路18』
CCTV4,http://116.9.204.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路19』
CCTV4,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路20』
CCTV4,http://113.57.93.165:9900/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路21』
CCTV4,http://39.135.133.167:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV4『线路22』
CCTV4,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV4『线路23』
CCTV4,http://39.135.133.167:80/TVOD/88888888/224/3221226092/main.m3u8$IPV4『线路24』
CCTV4,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226428/index.m3u8$IPV4『线路25』
CCTV4,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8?$IPV4『线路26』
CCTV4,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8$IPV4『线路27』
CCTV4,http://39.135.133.154:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV4『线路28』
CCTV4,http://39.135.133.177:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV4『线路29』
CCTV4,http://39.135.133.177:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$IPV4『线路30』
CCTV4,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV4『线路31』
CCTV4,http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8$IPV4『线路32』
CCTV4,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8?$IPV4『线路33』
CCTV4,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8$IPV4『线路34』
CCTV4,http://39.135.133.155:80/wh7f454c46tw2037638644_1228338163/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV4『线路35』
CCTV4,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV4『线路36』
CCTV4,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226428/index.m3u8$IPV4『线路37』
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV4『线路38』
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$IPV4『线路39』
CCTV4,http://39.135.133.161/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/1.m3u8?IASHttpSessionId=RR&icpid=88888888&from=23&hms_devid=1244&online=1717696208&vqe=3$IPV4『线路40』
CCTV4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226725/1.m3u8$IPV4『线路41』
CCTV4,http://api2.52tb.xyz/info?id=5&token=20230326xflvzc$IPV4『线路42』
CCTV4,http://111.227.196.164:9901/tsfile/live/0004_1.m3u8$IPV4『线路43』
CCTV4,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8$IPV4『线路44』
CCTV4,http://112.123.243.37:50085/tsfile/live/0004_1.m3u8$IPV4『线路45』
CCTV4,http://183.94.1.118:8801/tsfile/live/0004_1.m3u8$IPV4『线路46』
CCTV4,http://120.192.226.35:8009/hls/4/index.m3u8$IPV4『线路47』
CCTV4,http://123.182.60.29:9002/hls/4/index.m3u8$IPV4『线路48』
CCTV4,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路49』
CCTV4,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8$IPV4『线路50』
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8$IPV4『线路51』
CCTV5,http://115.58.216.93:4000/udp/225.1.4.159:1195$IPV4『线路1』
CCTV5,http://202.168.187.208:9089/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV5,http://tv.cqshushu.ggff.net:2086/jzb.php?id=cctv5&公众号【医工学习日志】$IPV4『线路3』
CCTV5,http://php.cqshushu.ggff.net/jzb.php?id=cctv5&公众号【医工学习日志】$IPV4『线路4』
CCTV5,http://112.99.193.34:9901/tsfile/live/1022_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$IPV4『线路5』
CCTV5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV5,http://42.225.117.174:11199/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
CCTV5,http://219.135.180.210:18888/hls/5/index.m3u8$IPV4『线路8』
CCTV5,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路9』
CCTV5,http://112.46.105.20:8009/hls/503/index.m3u8$IPV4『线路10』
CCTV5,http://218.15.183.23:9901/tsfile/live/23022_1.m3u8$IPV4『线路11』
